Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History,Data Notes
2007/01/31,27561.5,5757.7002,10054,762.33,14553.2002,9135.1104,2463.9299,1438.24,20106.4004,6203.1001,3211.8401,105259,14090.9004,12988,9205.1602,2038.76,1189.35,4522.0098,1735.7,958.26,499.81,4082.7,7145.9102,36784.5,13629,1360.23,41182.6016,4710.2402,7699.6401,654.04,2786.3401,376.45,1485.35,1757.26,1175.51,5608.3101,574.02,1792.28,955.8871175,5773.3999,4239.6001,441.72,523.36,25447.6992,1656.9399,4547.2798,826.55,1500.23,7041.2202,5608.3101
2007/02/28,26639,5816.5,9985.2598,751.36,14248.4004,8789.7002,2416.15,1406.8199,19651.5,6171.5,3198.28,103980,12938.0996,12844.9004,9408.6797,1997.14,1196.45,4335.48,1682.89,970.72,490.21,3745.3,6527.1201,40730.6992,13338.5996,1417.34,41431,4503.96,7901.96,677.13,2881.0701,359.38,1479.77,1740.97,1137.1899,5516.3198,552.81,1761.65,969.032064,5832.5,4213.7402,434.46,498.78,25796,1655.25,4498.2202,822.46,1490.44,8176.3701,5516.3198
2007/03/31,28747.6992,5978.7998,10313,785.27,14641.7002,8976.9902,2421.64,1420.86,19800.9004,6308,3283.21,106276,13072.0996,13312,9375.2998,2037.22,1246.87,4645.5,1776.98,994.5,510.5,3821.55,6587.21,43456.1016,13879.4004,1452.55,43661.1016,4643.1401,7884.4102,673.71,3183.98,374.42,1457.25,1830.92,1146.89,5634.1602,566.54,1772.36,1000.387676,5995,4252.52,443.92,521.2,27267.1992,1698.08,4633.2598,832.06,1514.18,7666.1099,5634.1602
2007/04/30,28996.6992,6158.2998,10818.2002,814.6,14374.5996,9428.2695,2525.09,1482.37,20319,6449.2002,3355.6001,109410,13872.4004,14240.9004,9470.4805,2129.5901,1322.25,4738.5098,1813.6,1066.5601,530.81,4087.8999,7032.9302,47124,14283.9004,1542.24,44984.3984,4736.8301,7875.4199,699.16,3841.27,383.47,1456.47,1999.17,1168.71,5960.04,595.23,1867.75,1055.624534,6166,4464.9502,464.59,541.01,28170.5996,1697.28,4916.0298,846.33,1577.86,7478.1099,5960.04
2007/05/31,31399,6341.7998,11443.5996,833.95,15329.4004,9450.8496,2604.52,1530.62,20634.5,6621.3999,3438.7,119448,14544.5,14309.5996,9854.8604,2116.72,1346.89,4885.3799,1861.23,1117.02,540.39,4295.7998,7468.7002,49930.1992,14558.5996,1700.91,47081.5,4972.1899,8144.9502,737.4,4109.6499,392.19,1483.72,2084.3201,1202.77,6104,597.73,1928.1899,1100.762358,6313.5,4630.8501,485.32,563.87,28627.8008,1570.34,5156.2402,889.58,1616.87,7502.02,6104
2007/06/30,31151,6310.6001,11346.9004,842.68,14892,9209.3604,2603.23,1503.35,21772.6992,6607.8999,3404.1399,117202,14650.5,15118.4004,9306.25,2054.6899,1354.38,4869.2598,1844.51,1102.1899,548.21,4318.2998,7605.3701,51330.5,14351,1743.6,47093.6992,4843.7798,8883.21,776.79,3820.7,402.58,1515.16,2139.28,1175.83,6054.9302,584.47,1934.1,1102.501336,6274.8999,4497.96,476.08,586.86,28337.1992,1665.96,5237.9702,884.31,1602.36,6973.5698,6054.9302
2007/07/31,30659.6992,6187.5,11280.7002,823.74,14802.4004,8885.04,2546.27,1455.27,23184.9004,6360.1001,3289.1201,116325,15551,14840.2998,8563.3896,1974.76,1373.71,4685.2402,1774.09,1103.1,533.99,4528.8501,8004.0498,53021.6992,13662,1933.27,52824.8984,4917.5,9287.25,859.76,4471.0298,394.96,1462.08,2348.6699,1167.6,5751.0801,565.43,1932.0601,1106.303326,6144.2002,4411.96,490.97,573.36,28561.8008,1734.42,4961.1499,884,1565.81,7475.3501,5751.0801
2007/08/31,30347.9004,6248.2998,11637.2998,806.41,14479.7998,8881.46,2596.36,1473.99,23984.0996,6303.2998,3260.48,113708,15318.5996,14760.5,8400.9297,1956.8101,1273.93,4579.6099,1723.05,1034.67,522.73,4464,7857.6099,50291.1016,13531.5996,1873.24,50198.6016,4912.5298,8982.1602,813.21,5218.8198,376.77,1390.67,2194.3401,1114.4399,5662.7002,562.15,1988.73,1037.500278,6247.2002,4404.27,485.86,548.42,28660.3008,1677.02,4996.5,877.31,1561.59,8188.5298,5662.7002
2007/09/30,30296.1992,6580.8999,12290.0996,828.85,14576.5,8933.4805,2701.5,1526.75,27142.5,6466.7998,3316.8899,119864,17291.0996,14602.0996,7883.6699,1942.6899,1336.3,4527.2998,1691.78,1110.25,540.98,5021.3501,8967.4102,50229,13410.2998,1946.48,54044.1992,5123.3599,9476.5195,845.5,5552.2998,399.36,1396.5699,2359.21,1153.3199,5715.6899,564.3,2091.1101,1094.497716,6567.7998,4510.96,485.83,575.15,29959.1992,1759.4399,5142.6001,903.87,1633.58,7813.1201,5715.6899
2007/10/31,31458.6992,6779.1001,12525.9004,840.73,15890.5,9019.5703,2859.12,1549.38,31352.5996,6721.6001,3454.1201,130047,19838,15345.7998,7911.1201,1971.79,1413.65,4871.71,1783.66,1189.04,547.85,5900.6499,10391.2002,50201.8008,13809.5996,2064.8501,57615.6992,5334.5,9711.3701,907.28,5954.77,413.13,1423.6899,2643.49,1137.0601,5847.9502,572.81,2238.98,1153.255735,6754.1001,4592.4102,494.31,594.99,31335,1874.73,5245.77,938.62,1682.35,8478.9902,5847.9502
2007/11/30,29770.5,6593.6001,11910.5996,776.92,15759.9004,8828.3604,2660.96,1481.14,28643.5996,6432.5,3280.8701,124636,19363.1992,14522.0996,7207.0498,1870.33,1396.98,4471.8301,1654.47,1133.11,507.58,5762.75,10384.4004,54189.8984,13003.9004,1906,54213.8008,5053.8701,8586.4004,846.44,4871.7798,398.11,1350.03,2688.3301,1100.4399,5670.5698,555.91,2089.1001,1097.748849,6533.1001,4425.3101,454.83,572.79,30307.8008,1850.64,5148.5,882.98,1610.94,9080.0996,5670.5698
2007/12/31,29536.8008,6421,11598.4004,784.78,15182.2998,8484.46,2652.28,1468.36,27812.6992,6456.8999,3286.6699,121653,20287,14076.2002,6934.3501,1841.38,1445.03,4512.98,1653.79,1154.59,515.77,6138.6001,11154.2998,57990.1992,12947.5996,1897.13,55538.1016,5178.8301,8506.2803,858.1,5261.5601,397.3,1309.21,2745.8301,1094.22,5614.0801,538.1,2084.9299,1112.654376,6339.7998,4384.9199,446.69,569.97,28958,1888.86,5277.23,894.07,1588.8,,5614.0801
2008/01/31,28793.64,5697,10518.03,674.72,13229,7670.4,2389.86,1378.55,23455.74,5879.8,3000.1,113426,17648.71,12944.07,6664.48,1619.3199,1383.35,3841.96,1454.76,1003.47,441.33,5137.4502,9440.9404,58570.6016,11735.4004,1624.68,42697.56,4362.79,7521.13,784.23,4383.393,315.77,1165.37,2627.251,996.47,4869.79,484.38,1841.42,980.600049,5650.3,4290.68,392.11,458.8,27317.0996,1574.33,4470.8901,854.29,1466.35,9559.8701,4869.79
2008/02/29,28918.52,5674.7,10656.4,688.25,13170.4,7533.9,2271.48,1330.63,24331.67,5884.3,3013.02,121179,17578.72,13197.15,6415.12,1616.21,1357.4,3871.51,1476.98,1034.01,446.53,5223.5,9404.9805,65652.3984,11876.5,1711.62,44776.88,4133.03,8412.76,845.76,4348.543,345.86,1151.29,2721.944,957.25,4790.66,479.04,1745.27,992.5568738,5572.1,4129.04,410.93,495.55,30673.6992,1660.42,4402.6499,879.36,1455.6,10146.1602,4790.66
2008/03/31,30912.99,5409.7,9757.66,681.94,13269,7224.3,2279.1,1322.7,22849.2,5702.1,2927.05,118473,15644.44,13422.24,6177.05,1516.96,1247.52,3765.91,1437.33,928.06,442.43,4734.5,8232.8203,63016.6016,11738.9004,1703.99,39015.44,3985.97,8572.59,817.03,3472.713,335.29,1070.53,2447.299,910.26,4707.07,459.72,1781.93,925.9356494,5355.7,4196.94,405.55,477.4,29587.5,1628.4301,4263.6499,866.33,1437.4,8992.5303,4707.07
2008/04/30,30281.41,5657,9729.21,733.1,13798.3,7529,2412.8,1385.59,25755.35,6087.3,3099.94,118273,17287.31,13982.91,6338.52,1612.6899,1279.86,4264.79,1568.74,996.17,475.56,5165.8999,9199.46,59440.8984,12314.5,1825.47,43468.12,4214.16,8919.92,832.45,3693.106,379.49,1181.95,2304.516,946.24,4996.54,478.94,1917.7,986.583862,5595.4,4451.22,407.7,535.53,30743.5,1667.35,4474.54,913.29,1509,9976.8701,4996.54
2008/05/31,31975.47,5773.9,9783.65,751.45,13600.9,7511.3,2522.66,1400.38,24533.12,6053.5,3082.26,126100,16415.57,14235.28,6105.87,1604.83,1276.1,4394.71,1610.71,1035.6801,485.52,4870.1001,8683.2695,58929,11974.7998,1852.02,39969.63,4176.51,8619.08,833.65,3433.354,399.16,1214.65,2444.349,943.61,5014.28,479.71,2032.57,1007.678423,5654.7,4514.44,428.41,574.66,31841.3008,1925.24,4489.8901,971.35,1525.7,9529.3398,5014.28
2008/06/30,29395.49,5332.9,8576.92,665.81,12046.2,6958.5,2292.98,1280,22102.01,5625.9,2855.69,121990,13461.6,14647.96,5209.57,1419.78,1186.57,3943.15,1462.91,987.51,425.93,4040.55,7029.7402,55949,10320.5,1674.92,35089.53,3439.71,7523.54,768.59,2736.103,374.49,1140.04,2349.105,839.89,4434.85,443.29,1837.09,977.2085016,5215.3,4161.96,394.72,536.94,30413.4004,1753.67,4058.45,954.52,1402.1,9352.3203,4434.85
2008/07/31,27501.02,5052.6,8480.36,622.03,11881.3,7141.2,2325.55,1267.38,22731.1,5411.9,2749.21,107220,14355.75,14340.18,4371.62,1372.17,1163.09,3659.74,1361.8199,948.06,399.95,4332.9502,7488.48,53110.8984,9707.4805,1594.67,42200.75,3394.64,7024.06,676.32,2775.717,341.47,1113.91,2304.508,876.53,4392.36,450.66,1849.15,931.4442137,4977.4,4138.05,385.06,494.33,27719.6992,1495.33,4097.1802,897.61,1366.7,8740.7402,4392.36
2008/08/31,26290.99,5215.5,8502.66,641.31,11707.3,7238.7,2367.52,1282.83,21261.89,5636.6,2868.69,99679.7031,14564.53,13775.73,4494.92,1394.54,1100.5,3613.32,1344.25,918.28,412.84,4360,7621.3999,47789.1992,9953.7598,1474.24,39844.48,3292.69,7046.11,684.44,2397.369,343.71,1080.58,2165.943,879.7,4482.6,457.98,1872.54,910.1120285,5135.6,4162.1,388.4,493.81,27702.0996,1348.92,4060.97,908.63,1344.9,8757.04,4482.6
2008/09/30,24888.9,4631.3,6936.73,518.33,10987.5,6654.9,2091.88,1166.36,18016.21,4902.5,2483.67,90289.8984,12860.43,12967.4,3550.63,1222.55,1018.68,2767.76,1019.98,803.81,331.45,3921.2,6691.5698,46216.1016,8599.5596,1448.06,36051.3,2856.47,5719.28,596.54,2293.784,255.71,949.88,1832.507,794.39,4032.1,420.09,1594.63,802.6194173,4600.5,3829.04,324.48,375.62,23836,1027.66,3687.0901,782.17,1182.4,7458.5,4032.1
2008/10/31,20445.32,3982.7,6156.12,422.35,9116,6153.2,1720.95,968.75,13968.67,4377.3,2183.69,61927.6992,9788.06,11786.27,3029.46,1014.69,863.61,1997.9,730.48,645.69,267.69,2885.6001,4953.98,36325.8984,6979,1113.06,27832.93,2060.31,4870.66,416.53,1728.786,194.72,756.57,1256.704,729.93,3487.07,380.89,1334.78,661.7297851,4018,3286.48,264.51,294.8,20991.6992,731.96,3154.01,653.84,957.3,5537.8198,3487.07
2008/11/30,20534.72,3672.7,5599.92,393.52,8910.6,5816.6,1535.57,896.24,13888.24,4288,2133.99,59247.5,9092.72,11486.7,2538.49,969.83,866.14,1801.1,653.69,592.94,252.55,2755.1001,4600.4502,33025.8008,6115.96,1076.07,25714.98,1913.52,4460.49,401.84,1871.156,174.98,738.57,1241.541,699.84,3262.68,360.91,1185.75,623.353454,3742.5,3108.08,241.57,266.63,21209.5,611.32,2952.6001,622.67,892.9,4738.1401,3262.68
2008/12/31,22380.32,3659.3,5403.52,380.61,9195.8,5534.5,1577.03,903.25,14387.48,4434.2,2209.29,62180.1992,9647.31,11324.07,2343.27,942.9,876.75,1750.83,644.72,564.09,245.94,2959.1499,4988.04,31450.8008,6572.7998,1124.47,26864.07,1786.51,4591.22,449.96,1820.805,180.68,764.25,1355.408,684.81,3217.97,344.85,1211.65,595.853837,3722.3,3086.07,227.98,270.2,21509.1992,619.53,3041.6001,599.14,920.2,4802.9902,3217.97
2009/01/31,19565.14,3478.1,5105.65,385.24,8450.4,5290,1476.42,825.88,13278.21,4149.6,2078.92,61878.6992,9424.24,12114.47,2311.39,896.21,884.45,1736.23,648.11,599.97,248.6,2874.8,4790.3198,21813.8008,6272.2002,1162.11,25934.37,1779.47,4247.97,437.69,1990.657,182.52,697.17,1332.667,705.26,2973.92,330.36,1180.25,636.6712182,3540.7,2798.52,236.33,274.22,20570,624.9,2730.97,578.64,838.8,4808.8999,2973.92
2009/02/28,17752.18,3296.9,4395.43,343.06,7620.9,4690.7,1377.84,735.09,12811.57,3830.1,1929.75,57471.1016,8891.61,11879.64,2074.32,781.83,890.67,1481.67,563.33,603.69,219.81,2763.6499,4516.3799,23377.0996,5689.5601,1063.03,24026.59,1535.82,4557.15,431.52,2082.852,173.83,666.35,1285.476,642.94,2702.48,294.35,1116.99,671.2887643,3344.5,2434.72,216.96,259.06,18465.3008,666.05,2419.3101,541.35,750.9,4384.5898,2702.48
2009/03/31,19626.75,3532.3,4601.24,340.91,7815,4927.4,1528.59,797.87,13576.02,3926.1,1984.17,63090.3008,9708.5,11861.95,2193.95,793.31,872.55,1696.62,638.72,666.14,216.98,3020.95,4942.5098,19851.9004,5806.5801,1206.26,25764.83,1684.37,5210.84,431.5,2373.213,184.29,701.89,1434.074,651.07,2807.34,308.01,1237.01,716.7938257,3582.1,2587.24,207.29,269.49,20363.9004,772.93,2570.99,584.61,805.2,4703.75,2807.34
2009/04/30,21898.85,3744.7,5606.79,377.49,9038,5225.9,1717.3,872.81,15520.99,4243.7,2173.06,71231.6016,11403.25,12772.35,2622.05,955.32,990.74,1863.01,710.35,745.25,240.76,3473.95,5803.9702,21491.0996,6404.1401,1369.36,31651.81,2053.74,5992.57,491.69,2477.569,202.85,745.94,1722.766,689,3159.85,329.97,1394.33,775.3466236,3780.5,2814.3,245.32,298.24,20647,920.35,2955.3301,625.19,893,5625.5098,3159.85
2009/05/31,24331.71,3813.3,5791.54,410.6,9424.3,5349.7,1774.33,919.14,18171,4417.9,2252.64,86250.5,14625.25,14684.06,2722.52,994.81,1044.11,2105.39,779.36,807.99,259.45,4448.9502,7620.1299,29716.5,6724.1201,1395.89,35002.99,2327.47,6890.44,560.41,2632.93,231.81,804.65,1916.831,694.72,3277.65,338.65,1435.57,837.5501955,3818,2898.62,262.29,343.11,22770.5996,1123.38,2989.3501,699.38,970,5893.3398,3277.65
2009/06/30,24368.38,3947.8,5607.68,402.55,9787.8,5404,1835.04,919.32,18378.73,4249.2,2172.08,87135.7031,14493.84,14767.83,2706.08,957.76,1075.24,2098.65,771.03,801.26,254.71,4291.1001,7571.4902,26861.5,6646.9199,1390.07,36949.2,2209.99,6432.16,597.48,2959.362,222.25,849.96,2026.78,698.2,3140.44,342.01,1477.25,847.6168267,3954.9,2925.48,259.41,333.08,22049.4004,971.55,2909.05,696.71,964,5596.46,3140.44
2009/07/31,27043.5,4249.5,5751.47,441.87,10855.1,5950.7,1978.5,987.48,20573.33,4608.4,2353.47,94060.7969,15670.31,15288.54,2791.1,1017.89,1174.9,2250.19,814.28,884.69,283.17,4636.4502,8176.54,25286.5996,6950.1001,1557.29,42641.26,2362.35,7077.71,624,3412.062,235.15,876.23,2323.236,747.5,3426.27,374.09,1603.36,923.7322237,4244,3162.45,276.05,347.61,24258.5,1053.3,3225.75,723.81,1044.8,5778.1401,3426.27
2009/08/31,28129.95,4484.1,6230.62,465.09,11365.1,6217.1,2009.06,1020.62,19724.19,4908.9,2520.66,96258.2031,15666.64,15072.59,3096.16,1086.45,1174.27,2503.98,929.38,883.76,296.27,4662.1001,8225.5,23009.0996,7646.96,1591.85,46551.19,2466.41,6825.95,653.25,2667.745,237.01,891.17,2341.537,762.53,3653.54,391.4,1625.19,920.4054829,4479.1,3248.86,296.18,350.06,24929.4004,1091.98,3305.8799,721.84,1085.6,5660.8999,3653.54
2009/09/30,29232.24,4739.3,6368.82,486.21,11756.1,6323.2,2122.42,1057.08,20955.25,5133.9,2634.79,112194,17126.84,15878.29,3347.33,1144.47,1202.08,2637.28,979.58,927.7,311.35,5083.9502,8930.3096,22065,8029.5801,1673.14,47910.3,2661.42,7509.17,717.07,2779.426,255.1,858.49,2467.591,767.35,3795.41,399.76,1718.99,935.0949876,4743.6,3327.87,297.96,370.83,24910.8008,1197.2,3433.26,752.77,1127,6322.04,3795.41
2009/10/31,28646.03,4646.9,5952.96,473.6,11414.8,6285.8,2045.11,1036.19,21752.87,5044.5,2584.59,113137,15896.28,15653.08,2866.69,1102.36,1243.23,2483.89,923.9,957.33,302.36,4711.7002,8333.1797,21804.6992,7744.4502,1580.69,47184.71,2686.21,7340.08,685.24,2995.848,260.7,841.13,2367.701,776.25,3607.69,395.45,1667.13,963.5883064,4643.2,3256.05,289,380.77,26360.5,1237.1801,3275.8501,716.25,1106.2,6268.5498,3607.69
2009/11/30,30957.11,4715.5,6104.17,480.15,11644.7,6261,2144.6,1095.63,21821.5,5190.7,2648.43,117899,16926.22,15373,2807.59,1081.37,1259.11,2460.43,923.03,1003.55,305.9,5032.7002,8914.7695,21010.3008,7748.5498,1555.6,45350.17,2263.27,7582.21,689.07,3195.301,275.9,790.07,2415.837,751.64,3680.15,394.41,1767.43,1015.390413,4701.4,3478.72,292.66,396.71,26894.6992,1284.95,3403.48,752.23,1148.7,6355.8198,3680.15
2009/12/31,32120.47,4882.7,6456.13,521.04,11940,6545.9,2269.15,1115.1,21872.5,5412.9,2760.8,126570,17464.81,16630.91,2974.93,1137.58,1272.78,2495.56,926.49,1064.98,335.33,5201.0498,9229.71,20827.1992,8191.6001,1682.77,52825.02,2196.16,8188.11,734.54,3277.139,294.61,859.12,2534.356,773.04,3936.33,411.82,1860.31,1064.827077,4870.6,3566.68,301.26,420.09,27666.5,1370.01,3604.02,766.57,1168.5,6121.7598,3936.33
2010/01/31,30391.61,4596.9,6704.05,510.01,10947.7,6440.7,2147.35,1073.87,20121.99,5188.5,2660.49,127301,16357.96,17594.64,2976.25,1084.79,1259.16,2493.53,915.17,1057.3199,327.9,4882.0498,8707.8203,22594.9004,8051.8999,1602.43,54650.58,2048.32,7640.44,696.55,2989.292,286.34,853.01,2610.796,760.34,3739.46,407.7,1741.04,1072.042216,4569.6,3417.08,319.94,408.92,26676,1419.42,3383.8101,717.15,1119.5,6252.5498,3739.46
2010/02/28,31634.54,4651.1,6680.45,497.58,10333.6,6711,2238.26,1104.49,20608.7,5354.5,2736.8,124379,16429.55,17789.25,2873.6,1048.37,1270.78,2438.95,898.13,1092.3101,317.74,4922.2998,8758.5098,22985,8050.2202,1594.58,49705.49,1913.16,7436.1,721.37,3051.943,275.72,840.33,2549.033,753.44,3708.8,421.8,1818.68,1118.486974,4637.7,3504.68,319.32,397.09,26764.5996,1323.72,3377.8201,752.78,1133.3,6437.5,3708.8
2010/03/31,33266.43,4893.1,7297.79,539.97,10871.3,6873.4,2397.96,1169.43,21239.35,5679.6,2910.19,134195,17527.77,17642.67,3177.77,1138.05,1320.57,2634,963.06,1155.42,344.22,5249.1001,9300.2002,26114.4004,8471.4004,1692.85,56538.37,2067.49,7920.06,787.98,3109.105,297,932.47,2777.301,761.58,3974.01,435.04,1958.34,1175.473611,4875.5,3679.02,339.98,425.22,28747.5996,1450.15,3712.1799,781.59,1200.5,6801.0098,3974.01
2010/04/30,32687.32,4833.9,6997.54,542.22,10492.2,6616.8,2461.19,1186.69,21108.59,5553.3,2863.35,136118,17558.71,18039.09,3397,1090.29,1346.38,2650.32,993.15,1097.6801,345.91,5278,9379.04,26453.1992,8187.6201,1741.56,58959.1,1869.99,8004.25,763.51,2870.611,300.01,950.79,2971.252,769.81,3816.99,418.91,2000.63,1112.427553,4807.4,3794.61,359.99,434.1,28635.8008,1436.04,3667.73,791.81,1198.6,6867.9702,3816.99
2010/05/31,32038.53,4453.6,6490.4,499.66,9359.4,6312.6,2257.04,1089.41,19765.19,5188.4,2673.17,124539,16944.63,18130.71,2947.7,986.77,1285.01,2422.63,908.75,1009.4,320.7,5086.2998,9041.2305,26183.1992,7969.9502,1641.25,54384.94,1550.78,7373.98,750.43,2592.146,265.01,842.68,2796.957,719.24,3507.56,396.91,1852.39,1021.255414,4429.7,3509.4,341.97,395.72,27145.4004,1332.62,3498.76,764.8,1079.8,6120.52,3507.56
2010/06/30,31156.97,4324.8,6251.04,489.66,9263.4,6128.1,2109.24,1030.71,20128.99,4916.9,2543.47,123884,17700.9,18848.07,2878.67,972.33,1314.02,2278.8,867.91,990.34,316.81,5312.5,9442.5801,25384.0996,7794.0801,1698.29,54839.46,1434.22,7329.37,797.31,2398.37,252.1,816.45,2913.684,697.19,3442.89,385.79,1739.14,1012.981766,4301.5,3357.54,344.41,379.07,26258.8008,1309.3101,3497.52,732.09,1041.3,6093.7598,3442.89
2010/07/31,32308.74,4507.4,6637.69,509.24,10499.8,6200.8,2254.7,1101.6,21029.81,5258,2715.36,135445,17868.29,20296.63,2915.36,1041.96,1360.92,2483.86,935.4,1029.17,330.64,5367.6001,9556.6699,25870.5,8187.48,1759.33,59866.75,1681.98,7760.63,855.83,2637.503,275.93,815.29,3069.28,710.93,3643.14,390.99,1864,1026.98,4493.5,3631.61,356.28,405.19,28355.1992,1397.12,3604.49,757.51,1124.8,6283.73,3643.14
2010/08/31,31679.85,4438.8,6527.67,491.13,10187,6180.9,2114.03,1049.33,20536.49,5225.2,2696.72,129924,17971.12,21239.7,2703.86,984.61,1422.49,2402.02,912.37,1046.42,316.47,5402.3999,9627.7197,24268.1992,8058.25,1742.75,59972.59,1555.41,7616.28,913.19,2638.798,270.95,763.43,3081.884,712.2,3490.79,389.21,1767.43,1041.95,4404.2,3482.29,343.41,395.87,27253.9004,1368.9,3473.8999,767.47,1080.7,6106.4199,3490.79
2010/09/30,33330.34,4636.9,7095.68,520.28,10514.5,6296.3,2368.62,1141.2,22358.17,5548.6,2867.58,145193,20069.12,22355.94,2676.18,1032.9,1463.5,2541.63,959.19,1128.87,334.39,6029.9502,10627.4004,23050.5996,8478.6602,1872.81,65774.37,1471.04,8237.78,975.3,2655.658,293.64,792.2,3501.296,734.56,3715.18,398.34,1998.04,1122.91,4582.9,3735.8,361.09,423.43,29456,1440.3,3652,790.72,1179.2,6392.3901,3715.18
2010/10/31,35568.22,4733.4,7227.84,527.15,10812.9,6472.2,2507.41,1183.26,23096.32,5675.2,2936.15,158855,20032.34,22874.62,2684.25,1079.11,1505.66,2668.07,1004.24,1175.3,337.23,6017.7002,10640,25042.1992,8855.21,1882.95,68760.46,1547.43,8287.09,984.46,2978.835,311.48,778.61,3635.324,760.92,3833.5,409.72,2124.45,1172.89,4661.6,3863.64,369,446.31,30430.9004,1523.39,3870.3101,805.12,1222.2,6353.8799,3833.5
2010/11/30,36817.32,4676.4,7071.95,515.53,9267.2,6312.4,2498.23,1180.55,23007.99,5528.3,2861.61,169625,19521.25,22927.69,2646,986.83,1485.23,2607.5,981.41,1149.67,327.41,5862.7002,10280.7998,24765,8250.5195,1904.63,65350.85,1419.67,8372.48,1005.12,2820.181,303.06,829.24,3531.211,749.97,3610.44,402.45,2117.33,1143.03,4584.4,3845.26,370.5,438.93,30266.4004,1565.52,3921.3899,819.78,1193,6318.5,3610.44
2010/12/31,38550.79,4846.9,7661.9,557.94,9859.1,6436,2652.87,1257.64,23035.45,5899.9,3062.85,188392,20509.09,22979.22,2885.1,1048.42,1518.91,2904.47,1104.39,1224,354.57,6134.5,10675,24771.9004,8552.46,2051,66004.48,1413.94,8972.5,1032.76,2808.077,335.25,865.45,3703.512,756.58,3804.78,412.29,2217.86,1220.39,4745.2,4033.19,395.2,486.48,32118.9004,1687.99,4053.71,849.98,1280.1,6620.75,3804.78
2011/01/31,36982.24,4850,7786.88,568.04,10806,6479.1,2700.08,1286.12,23447.34,5862.9,3044.27,195790,18327.76,22248.93,2852.81,1113.21,1519.94,2885.76,1104.5,1203.75,360.75,5505.8999,9569.0098,26827.3008,8663.54,2069.73,63278.07,1593.3,9145.35,964.1,2790.694,328.72,870.09,3409.167,767.15,4005.5,414,2281.91,1201.08,4753.9,4077.47,398.64,480.36,31398.8008,1723.42,4136.1099,861.03,1308.1,6358.0298,4005.5
2011/02/28,37019.7,4923.6,7471.45,578.84,10850.8,6610.4,2782.27,1327.22,23338.02,5994,3106.58,188118,17823.4,21229.26,2976.54,1135.1899,1491.25,2895.82,1110.4301,1189.96,369.13,5333.25,9259.4805,26014.5,8807.3096,1939.3,61283.87,1576.86,8599.65,987.91,2905.053,341.67,905.44,3470.348,767.65,4110.35,421.43,2350.99,1187.83,4831.7,4163.23,404.61,498.09,32272.0996,1777.84,4249.0698,899.33,1352.6,5941.6299,4110.35
2011/03/31,37440.51,4928.6,7519.83,573.52,10576.5,6357.5,2781.07,1325.83,23527.52,5908.8,3067.73,189289,19445.22,21871.92,2874.71,1119.64,1545.13,2882.18,1107.13,1207.61,365.62,5833.75,10095.7002,24613,8699.3096,2106.7,64434.51,1535.19,8683.3,1047.48,2928.111,339.81,846.2,3678.674,775.66,3989.18,407.77,2338.99,1200.4301,4837.9,4228.42,394.94,501.28,32204.0996,1813.59,4114.0298,894.77,1334.9,6562.8501,3989.18
2011/04/30,36962.62,4899,7518.94,569.67,10878.9,6539.7,2873.54,1363.61,23720.81,6069.9,3155.03,188452,19135.96,22784.53,3005.17,1150.23,1534.95,2846.05,1092.09,1195.33,359.94,5749.5,9991.8799,25241.5,8907.79,2192.36,69250.14,1434.65,9007.87,1093.56,2911.51,338.52,841.78,3819.618,795.22,4106.92,417.84,2404.08,1186.8,4823.2,4397.05,393.92,504.93,32836.1992,1741.84,4360.0698,882.31,1388.6,6710.5601,4106.92
2011/05/31,35832.79,4788.9,7131.87,551.67,10476,6554.7,2835.3,1345.2,23684.13,5990,3121.07,182577,18503.28,22929.02,2969.57,1091.34,1558.29,2787.38,1082.97,1152.22,349.44,5560.1499,9720.96,25867.1992,8621.1201,2142.47,63046.02,1309.46,8988.84,1073.83,2743.472,326.65,833.47,3836.967,802.65,4006.94,416.45,2372.54,1141.8199,4708.3,4354.84,389.72,494.28,32565.6992,1666.3,4138.3301,872.61,1354.6,6735.98,4006.94
2011/06/30,36558.07,4659.8,6716.62,536.43,10359.9,6187.1,2773.52,1320.64,22398.1,5945.7,3096.72,184951,18845.87,22642.4,2953.29,1039.26,1579.07,2766.73,1063.5699,1113.38,339.65,5647.3999,9803.8896,24980.1992,8307.6104,2100.69,63269.4,1279.06,8652.59,1041.48,2762.076,310.5,845.71,3888.569,780.82,3982.21,392.86,2325.07,1102.6801,4608,4309.56,367.31,472.22,31864.5,1666.59,4184.2998,844.72,1331.2,6576,3982.21
2011/07/31,35999.34,4500.5,6156.58,520.14,9630.7,5783.4,2756.38,1292.28,22440.25,5815.2,3026.02,181306,18197.2,21166.36,2821.28,965.24,1548.81,2611.32,1012.26,1108.99,329.22,5482,9537.4102,23827,7924.1699,2133.21,62295.68,1204.15,8644.18,1133.53,2701.729,307.94,835.48,4130.8,775.18,3672.77,367.28,2362.81,1097.01,4424.6,4199.24,356.78,465.38,31208,1705.1801,4061.01,810.88,1306.1,6392.1299,3672.77
